age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference,total_monthly_spend
54,191687,9.4,14,3.8,5,4,16,6,93283,125072,9,8,3,3,5,4,2,10,6,2,6,Female,Tier 1,Store,218355
53,163424,6.1,7,1.2,1,2,47,10,32002,37034,5,3,3,5,2,7,2,5,6,1,2,Other,Tier 3,Store,69036
41,87833,6.0,12,1.4,9,10,32,5,81811,133214,2,0,1,2,4,9,6,1,7,1,7,Male,Tier 2,Store,215025
48,108476,7.7,10,2.6,4,9,17,19,106184,146039,5,8,1,7,8,6,9,1,2,6,1,Male,Tier 1,Store,252223
23,129560,7.0,11,2.2,8,5,35,11,6571,114204,6,1,3,6,8,6,10,10,5,9,9,Female,Tier 3,Store,120775
19,149275,3.7,5,1.6,5,8,2,11,67951,77944,2,8,6,10,2,6,1,9,3,8,5,Other,Tier 2,Store,145895
37,54267,5.1,14,1.4,5,9,24,11,37260,77627,10,8,2,4,3,9,7,9,7,9,8,Female,Tier 3,Store,114887
45,52941,9.8,7,1.9,2,1,34,13,50762,6640,7,7,4,8,1,10,2,4,2,2,10,Male,Tier 1,Online,57402
28,97809,6.7,5,3.1,8,3,44,9,1788,100209,8,1,2,5,5,8,8,3,2,6,9,Male,Tier 1,Store,101997
21,40368,4.0,11,2.5,10,7,19,1,15614,77025,8,4,6,7,10,8,4,3,9,10,10,Other,Tier 2,Store,92639
32,92186,5.6,10,1.9,7,2,35,19,32122,63288,6,9,2,8,5,1,3,7,10,8,1,Male,Tier 2,Store,95410
23,45984,2.4,8,1.6,2,4,42,11,8960,96794,4,8,6,8,4,2,6,10,4,8,7,Male,Tier 2,Store,105754
71,188013,2.3,7,5.3,6,4,30,16,103389,99790,2,4,5,6,9,6,6,3,5,10,3,Male,Tier 2,Store,203179
66,218990,8.0,14,1.8,9,7,20,7,67648,18707,10,2,4,9,3,8,7,1,4,6,8,Female,Tier 1,Online,86355
47,198755,6.0,1,3.2,8,2,36,19,145694,51529,1,7,3,8,8,9,7,6,7,5,4,Female,Tier 1,Store,197223
73,15801,7.0,11,5.7,10,8,33,1,27148,105125,8,2,7,5,10,8,7,3,4,3,5,Other,Tier 1,Store,132273
55,121538,8.3,1,3.4,3,8,37,11,41671,83531,5,1,3,2,4,2,2,9,1,6,10,Male,Tier 2,Store,125202
68,127201,6.7,12,3.1,7,6,36,12,70460,24708,9,1,2,9,10,6,1,5,7,5,9,Female,Tier 3,Hybrid,95168
79,62965,7.5,5,4.1,4,4,0,0,105484,135098,8,0,6,10,7,6,9,5,5,6,2,Other,Tier 3,Store,240582
74,100269,6.5,14,4.3,4,2,30,17,39128,72675,2,6,5,10,3,1,8,6,2,6,6,Other,Tier 1,Store,111803
19,156041,8.6,2,2.5,7,3,22,13,36636,42948,9,5,2,9,6,6,3,4,4,8,4,Female,Tier 1,Store,79584
32,50969,9.5,9,0.8,7,3,42,11,37190,133895,4,3,1,5,1,9,10,9,9,7,5,Male,Tier 3,Store,171085
28,228341,6.4,2,2.3,1,3,37,19,13808,4046,3,4,2,8,7,2,2,8,4,3,2,Male,Tier 3,Store,17854
25,178521,6.3,12,3.3,1,4,48,3,98454,81640,9,5,2,1,3,6,2,10,1,3,2,Female,Tier 1,Store,180094
43,106679,6.6,9,2.1,6,7,10,13,555,79391,2,0,6,10,4,8,1,6,4,10,2,Female,Tier 2,Store,79946
68,171777,5.8,10,2.2,2,9,38,17,4389,149297,6,0,1,8,4,1,1,8,5,5,1,Female,Tier 1,Store,153686
62,206375,5.2,2,4.6,3,10,47,3,82463,4703,10,4,1,2,6,2,3,6,3,4,10,Male,Tier 2,Online,87166
61,43363,8.1,4,3.5,2,4,19,7,57185,68422,7,6,2,2,9,8,9,6,3,2,5,Male,Tier 1,Store,125607
22,176792,5.2,3,3.3,2,7,36,17,67577,39823,8,0,5,4,5,8,8,8,8,9,6,Male,Tier 3,Store,107400
23,156044,5.1,6,1.2,8,10,6,3,41958,124665,3,0,1,3,9,1,2,9,10,9,4,Other,Tier 2,Store,166623
43,48351,7.8,4,2.2,8,6,34,0,30547,54565,10,4,4,9,6,6,4,3,4,1,1,Female,Tier 2,Store,85112
71,126023,8.0,9,3.0,6,10,1,5,126652,116076,2,7,1,10,1,8,10,7,2,4,9,Female,Tier 1,Store,242728
21,182217,10.7,9,3.3,3,9,32,12,97517,122325,2,3,3,3,6,1,6,4,10,7,6,Female,Tier 2,Store,219842
36,102948,8.4,13,4.6,5,8,39,1,43628,28824,2,0,6,9,7,2,5,8,3,2,5,Female,Tier 2,Hybrid,72452
37,235686,7.7,10,3.4,7,2,23,18,38947,106199,10,2,1,5,4,5,7,5,6,8,3,Male,Tier 1,Store,145146
50,234188,7.9,14,1.8,5,3,38,11,12824,114029,7,3,1,8,10,5,4,8,6,8,3,Female,Tier 1,Store,126853
37,71235,5.7,9,4.9,7,6,9,13,37589,8535,10,3,4,7,1,10,3,2,3,7,4,Female,Tier 3,Online,46124
66,29855,7.1,3,2.1,10,5,45,8,7014,83674,4,5,5,8,2,4,1,6,5,8,9,Male,Tier 2,Store,90688
29,182241,7.2,3,3.7,7,2,8,9,53896,110640,7,8,6,9,7,4,6,2,4,2,7,Male,Tier 1,Store,164536
64,192476,4.9,4,1.8,4,2,42,6,120945,82255,6,1,2,2,7,8,8,6,4,3,1,Other,Tier 2,Store,203200
18,165641,5.9,9,1.5,10,5,32,8,16974,835,4,9,4,9,7,6,7,3,7,8,8,Male,Tier 1,Online,17809
43,140074,7.9,14,0.7,10,5,20,14,129590,138153,5,1,4,1,2,1,1,7,7,9,6,Female,Tier 2,Store,267743
31,69437,6.0,6,0.8,6,1,13,19,100885,134710,8,4,4,8,10,4,2,7,7,5,8,Other,Tier 2,Store,235595
55,194578,7.2,9,1.9,9,10,49,14,88742,3017,6,4,5,4,4,4,6,10,7,9,6,Other,Tier 3,Online,91759
54,171810,7.8,8,4.2,4,3,22,10,53896,65828,3,2,2,4,10,8,4,3,8,6,8,Male,Tier 1,Store,119724
79,152844,7.7,7,2.8,10,9,11,17,46195,47175,10,8,1,4,6,2,1,7,5,5,2,Male,Tier 2,Store,93370
28,105410,9.5,13,0.2,1,10,21,1,105406,10935,8,5,3,6,9,2,7,2,6,6,9,Female,Tier 2,Online,116341
53,34731,4.8,5,3.6,8,3,27,19,92558,29520,7,8,6,10,5,7,5,9,4,3,2,Male,Tier 1,Store,122078
30,156203,9.3,13,2.5,4,6,26,18,125839,135028,4,6,4,10,9,2,9,9,9,2,2,Male,Tier 3,Store,260867
60,81324,6.9,9,4.5,8,6,9,1,76279,9986,2,1,2,5,4,5,3,10,10,9,4,Female,Tier 2,Online,86265
20,200169,7.7,4,1.9,9,2,17,19,7519,78412,2,9,7,6,8,5,6,6,9,1,7,Male,Tier 3,Store,85931
50,96720,7.4,14,1.3,8,7,23,12,6605,67328,2,0,5,5,4,3,3,9,1,4,4,Female,Tier 3,Store,73933
23,111433,7.3,4,4.8,1,9,2,3,32183,70667,2,7,5,5,5,1,10,7,8,6,7,Female,Tier 3,Store,102850
67,17889,4.7,8,3.8,9,9,3,2,39640,76670,8,9,2,5,10,3,9,4,9,5,7,Male,Tier 1,Store,116310
73,24569,7.6,4,0.3,5,8,29,14,72228,96216,5,3,4,2,7,8,6,5,1,6,6,Female,Tier 1,Store,168444
27,102193,3.1,7,3.0,8,5,20,11,108723,47281,10,6,3,10,6,8,1,4,3,2,6,Other,Tier 3,Store,156004
22,221749,10.2,4,0.3,6,8,21,0,110762,39436,7,3,6,5,4,4,10,9,8,5,3,Female,Tier 2,Store,150198
40,100192,6.8,11,3.7,7,9,27,10,86711,6035,7,1,6,3,7,10,10,7,7,5,8,Male,Tier 2,Online,92746
27,102154,8.3,1,1.1,3,1,8,16,19850,5684,2,6,5,9,7,1,9,5,10,9,6,Female,Tier 1,Store,25534
61,223542,7.4,10,0.9,9,1,43,7,99163,31900,8,6,1,10,3,4,8,1,4,9,9,Other,Tier 2,Hybrid,131063
19,123073,6.1,9,4.3,9,5,40,13,108139,146366,6,2,5,10,10,9,7,3,6,8,6,Female,Tier 1,Store,254505
30,234894,4.9,4,3.0,10,7,40,4,60944,103945,8,2,3,6,2,10,9,6,6,6,6,Other,Tier 3,Store,164889
57,22612,4.5,3,3.5,2,9,15,14,126970,139380,3,1,2,1,10,8,2,9,6,7,7,Other,Tier 2,Store,266350
19,66644,7.6,3,1.9,4,9,36,1,84869,95747,3,8,2,9,8,3,3,3,1,5,3,Female,Tier 2,Store,180616
37,47069,7.5,9,2.4,4,3,4,6,114613,10627,10,2,4,8,8,2,4,5,8,3,1,Male,Tier 1,Hybrid,125240
18,96741,7.1,8,4.5,1,1,13,12,17679,114520,3,3,5,10,3,4,4,3,7,3,10,Male,Tier 1,Store,132199
54,173403,5.8,10,2.9,4,3,13,19,103440,53975,9,1,7,9,7,4,2,2,2,7,1,Other,Tier 1,Store,157415
26,70897,6.8,7,5.5,3,8,46,10,26884,71920,6,6,1,6,9,3,5,1,10,4,3,Female,Tier 1,Store,98804
34,160006,5.2,7,2.2,2,7,15,13,50675,19695,9,6,4,2,9,4,5,1,5,2,10,Male,Tier 3,Hybrid,70370
26,156167,4.6,4,3.7,6,5,38,9,57426,4822,2,0,2,3,4,4,2,6,9,4,2,Female,Tier 2,Online,62248
28,237566,5.4,3,3.9,3,10,42,3,114322,78610,10,2,3,10,6,5,9,5,3,2,7,Female,Tier 1,Store,192932
32,117544,5.5,12,2.8,10,9,3,19,143289,102422,9,8,3,8,10,1,10,2,9,4,6,Male,Tier 2,Store,245711
41,33706,8.9,4,4.3,9,4,36,14,122201,132964,10,0,1,9,5,7,10,3,5,4,3,Female,Tier 1,Store,255165
55,189588,3.3,6,1.8,9,6,13,2,64398,100817,3,6,4,9,9,8,1,4,5,3,5,Female,Tier 3,Store,165215
72,118602,5.9,12,3.6,8,5,40,10,77118,143820,10,8,1,1,5,3,3,9,3,4,6,Other,Tier 2,Store,220938
52,243080,7.3,13,1.1,8,6,22,19,68385,38922,10,7,1,9,10,4,6,1,4,9,1,Other,Tier 1,Store,107307
47,49629,10.0,14,0.9,2,4,8,17,21560,112859,8,0,5,9,9,4,2,1,4,8,10,Male,Tier 2,Store,134419
48,192982,4.8,4,2.6,6,3,23,16,92307,564,3,4,3,2,7,2,2,5,10,3,2,Other,Tier 3,Online,92871
66,234612,3.8,4,2.3,4,5,10,13,43576,7364,4,2,5,1,5,6,6,6,7,7,5,Other,Tier 3,Hybrid,50940
22,139746,7.4,2,1.1,10,5,27,14,63921,37225,9,5,1,1,2,10,4,5,3,10,7,Other,Tier 2,Store,101146
79,35431,6.3,14,3.5,2,2,18,17,38089,73197,10,1,5,3,9,1,2,6,4,3,9,Female,Tier 1,Store,111286
77,202805,5.6,7,4.5,2,10,18,2,11188,47068,4,7,6,1,7,5,4,4,5,7,6,Other,Tier 3,Store,58256
61,55088,6.9,6,2.1,10,4,11,12,116774,61662,6,4,7,4,3,8,5,10,8,8,10,Female,Tier 3,Store,178436
67,190207,7.7,2,3.9,7,3,46,2,121585,36448,7,6,6,10,8,5,10,4,8,2,9,Female,Tier 3,Store,158033
31,184087,7.5,5,1.7,1,7,33,6,128430,54574,10,7,1,4,9,4,2,8,3,6,2,Male,Tier 1,Store,183004
70,246110,6.6,6,2.2,8,5,11,18,29098,4850,2,2,7,8,3,7,7,6,4,3,6,Male,Tier 1,Online,33948
73,46385,8.6,5,2.4,5,6,2,17,41604,105366,7,9,1,6,9,2,5,1,10,4,2,Other,Tier 3,Store,146970
28,85199,6.4,4,3.6,10,7,29,16,10389,84530,4,0,6,2,1,1,7,1,9,4,5,Female,Tier 3,Store,94919
26,53677,6.1,11,2.4,8,2,46,8,36015,89221,7,9,4,5,10,7,1,8,7,1,7,Other,Tier 1,Store,125236
51,133104,7.4,11,0.0,2,10,45,13,142005,63997,3,7,4,9,10,3,8,10,1,8,2,Other,Tier 2,Store,206002
29,27818,3.5,9,4.1,1,4,34,7,47694,107374,1,2,1,3,5,8,8,3,2,1,4,Female,Tier 1,Store,155068
52,234294,7.2,3,2.6,2,6,14,13,81267,25608,9,7,6,2,8,1,1,6,6,7,10,Other,Tier 1,Store,106875
52,78001,5.4,11,0.0,6,3,42,4,39750,100642,7,8,3,2,7,10,8,2,10,8,2,Female,Tier 3,Store,140392
18,170049,3.3,2,4.3,4,6,21,19,35479,36753,2,6,3,6,4,2,7,6,9,7,5,Female,Tier 3,Store,72232
57,64832,6.9,9,4.4,8,10,8,13,76752,78266,5,4,5,7,1,5,2,10,8,9,8,Male,Tier 3,Store,155018
39,55931,5.1,8,1.1,9,1,27,11,138238,33800,4,4,6,8,1,2,10,5,10,4,3,Other,Tier 3,Store,172038
77,98990,2.8,9,0.7,9,8,28,7,30887,59865,10,9,2,1,7,10,4,10,3,6,6,Female,Tier 2,Store,90752
46,224966,4.3,10,4.0,5,10,38,0,68942,85090,7,1,3,3,6,9,2,4,10,7,2,Other,Tier 2,Store,154032
25,87204,9.4,11,4.0,6,5,38,15,98062,121504,2,7,5,10,5,10,2,3,4,2,9,Male,Tier 3,Store,219566
28,60784,4.9,3,3.1,7,1,38,7,143771,101460,8,3,4,4,7,3,3,9,2,10,2,Male,Tier 1,Store,245231
58,121305,6.6,1,1.9,4,10,16,4,28511,118181,7,1,1,8,6,6,10,9,7,5,2,Female,Tier 3,Store,146692
54,24921,3.8,11,1.5,10,10,3,2,54601,145270,3,4,2,10,3,2,7,7,8,9,1,Female,Tier 2,Store,199871
31,49959,10.2,1,3.3,3,1,3,12,122094,116287,6,1,7,10,2,8,9,2,9,4,4,Male,Tier 2,Store,238381
77,47328,6.1,3,1.7,2,10,6,4,137636,51659,9,7,4,2,10,1,2,10,1,7,2,Other,Tier 3,Store,189295
47,154931,4.6,4,1.7,10,3,1,2,100206,128058,1,7,1,10,1,2,7,9,1,7,5,Other,Tier 2,Store,228264
52,104506,7.8,2,3.5,4,6,36,13,37486,114235,1,9,2,6,9,6,4,1,9,5,6,Female,Tier 3,Store,151721
38,89408,10.1,8,3.8,9,2,9,5,65187,118562,9,9,7,4,9,9,8,5,8,10,8,Male,Tier 1,Store,183749
54,138852,5.2,14,4.5,5,8,17,6,96737,90793,1,9,3,8,2,2,7,3,6,9,3,Female,Tier 1,Store,187530
22,230838,4.6,13,0.1,1,10,27,5,8553,37654,1,7,7,1,7,5,4,10,3,5,8,Female,Tier 1,Store,46207
36,41708,10.6,12,1.9,5,7,45,13,136981,127026,2,9,4,1,8,10,6,10,9,5,9,Male,Tier 3,Store,264007
76,33847,5.8,3,2.1,6,2,34,3,38132,92919,3,6,6,10,2,5,3,4,2,1,10,Male,Tier 1,Store,131051
31,70989,5.5,13,2.5,10,1,34,19,8495,79125,4,3,1,9,10,4,1,9,7,3,10,Male,Tier 3,Store,87620
43,238713,1.7,14,0.8,6,7,29,18,135638,20762,4,6,4,4,2,9,2,10,10,5,8,Male,Tier 2,Store,156400
79,140383,5.9,4,3.2,5,7,20,9,137040,102676,10,6,7,2,3,6,8,4,1,7,1,Female,Tier 1,Store,239716
21,19922,3.3,6,5.0,8,3,24,12,95929,133822,3,0,7,4,7,6,10,3,2,6,7,Other,Tier 2,Store,229751
42,216000,4.9,10,0.9,5,10,12,11,121977,69725,8,6,2,6,10,10,3,9,5,2,9,Male,Tier 1,Store,191702
62,67335,2.0,13,2.7,10,8,6,13,87706,111234,4,9,4,3,8,3,6,9,9,6,6,Male,Tier 3,Store,198940
59,141913,8.5,6,4.1,3,8,5,12,121642,75343,9,1,2,1,7,8,10,7,2,4,8,Other,Tier 2,Store,196985
42,159613,3.1,13,2.2,3,5,19,18,23686,83729,9,6,6,9,3,1,9,5,9,3,9,Female,Tier 3,Store,107415
35,34551,2.1,2,1.5,4,7,44,8,25462,53725,4,9,4,7,8,10,10,7,1,7,3,Female,Tier 2,Store,79187
57,165453,4.2,6,2.7,10,3,4,15,138600,113418,4,8,6,2,1,6,8,5,8,9,2,Female,Tier 2,Store,252018
25,128319,8.5,4,3.5,8,6,37,8,144135,47041,3,3,2,9,6,1,7,2,6,2,2,Male,Tier 1,Store,191176
56,70673,5.1,5,0.9,9,3,43,5,46700,49350,4,7,4,4,9,6,8,7,7,9,4,Male,Tier 1,Store,96050
57,116531,5.4,7,3.8,7,9,39,13,108858,6180,5,5,4,6,7,10,1,9,7,2,2,Male,Tier 3,Online,115038
31,37948,7.0,7,2.2,2,7,24,6,108152,3234,10,2,4,8,2,5,9,10,9,1,2,Female,Tier 1,Online,111386
49,107264,5.7,6,1.6,9,1,17,18,26892,74861,2,6,2,4,1,1,3,7,8,10,5,Other,Tier 1,Store,101753
68,74072,8.5,10,0.5,6,8,23,2,131624,42076,6,5,2,5,8,5,3,2,2,7,10,Other,Tier 2,Store,173700
78,82560,5.5,6,1.7,6,9,14,14,137920,69553,7,8,2,7,3,2,10,5,7,1,7,Female,Tier 1,Store,207473
55,228321,5.6,6,1.7,6,10,7,11,8248,48250,10,2,7,5,5,10,7,5,1,1,8,Female,Tier 3,Store,56498
50,148558,10.5,4,0.9,1,2,12,0,68991,113469,2,1,7,4,5,4,6,2,6,9,10,Male,Tier 1,Store,182460
40,81691,6.1,3,3.1,9,1,38,10,138806,25053,10,5,1,9,9,1,7,2,9,3,4,Male,Tier 1,Store,163859
32,156154,6.5,1,2.7,6,4,47,2,84777,20806,8,8,4,7,8,9,4,3,3,10,9,Female,Tier 2,Online,105583
50,117781,5.6,3,3.8,7,9,24,16,84702,134036,4,4,2,2,2,5,2,2,1,3,7,Male,Tier 2,Store,218738
42,99105,1.1,3,3.4,1,6,22,12,78284,81987,4,5,7,1,2,10,2,7,1,6,2,Other,Tier 1,Store,160271
34,22086,7.7,9,1.7,5,10,4,7,30332,95125,7,1,6,9,5,9,10,5,10,1,1,Other,Tier 1,Store,125457
50,142818,9.3,14,2.1,3,8,21,12,47786,115339,9,9,3,3,5,8,8,4,8,3,9,Male,Tier 2,Store,163125
64,82853,8.5,3,1.5,9,7,46,7,120262,14339,10,4,3,10,7,7,6,1,7,1,4,Other,Tier 1,Online,134601
72,116925,4.9,8,0.4,2,5,21,7,135415,13814,7,3,1,9,8,3,3,7,2,7,3,Male,Tier 1,Store,149229
19,85027,5.7,8,3.0,4,5,24,12,96252,62916,5,8,4,6,4,4,5,9,2,2,6,Female,Tier 1,Store,159168
31,30916,6.7,3,2.7,3,6,46,11,76317,18194,2,3,4,2,3,6,4,4,5,5,10,Other,Tier 2,Online,94511
70,30248,6.6,10,1.7,9,6,0,4,10760,6390,10,7,5,5,4,6,8,3,9,4,10,Female,Tier 3,Online,17150
57,214119,7.4,10,3.5,3,5,3,12,41085,105087,2,7,3,6,3,8,6,9,6,1,4,Male,Tier 2,Store,146172
57,39226,6.4,12,2.1,1,8,31,11,34813,83609,6,8,6,7,9,3,9,6,9,1,9,Female,Tier 3,Store,118422
68,171097,5.3,13,4.1,8,3,25,18,88244,67921,5,1,6,4,1,8,6,4,5,8,8,Male,Tier 1,Store,156165
56,63380,6.3,6,2.3,1,9,35,9,95831,32569,10,8,3,2,5,5,3,2,2,8,3,Male,Tier 2,Store,128400
68,22848,8.0,12,0.8,1,5,14,14,104502,68373,9,5,6,9,2,4,10,4,6,5,5,Male,Tier 3,Store,172875
23,29274,11.8,8,4.5,7,9,34,1,77654,55625,5,6,4,10,5,6,5,9,1,10,5,Female,Tier 1,Store,133279
23,69545,5.0,8,3.0,9,5,37,5,142304,82196,2,3,2,4,7,10,4,6,7,2,3,Other,Tier 1,Store,224500
20,111494,6.5,10,1.3,4,3,26,15,120319,45951,1,2,5,7,3,1,8,5,9,4,2,Male,Tier 3,Store,166270
24,130981,5.3,10,2.0,10,9,13,0,127172,53253,6,5,2,1,3,1,10,6,2,2,7,Other,Tier 2,Store,180425
68,181305,6.6,9,1.4,4,2,33,1,3462,114333,3,0,2,3,4,9,2,2,5,2,4,Female,Tier 1,Store,117795
25,31304,8.0,9,3.8,5,5,24,14,75197,127308,6,7,4,8,4,10,3,4,7,9,10,Male,Tier 1,Store,202505
59,26294,5.6,8,0.0,5,3,26,15,76318,96792,9,8,1,8,7,9,2,10,1,10,9,Other,Tier 1,Store,173110
69,41425,1.9,7,2.9,2,7,20,7,109645,92957,6,2,7,4,2,5,1,4,3,7,2,Other,Tier 2,Store,202602
32,214783,8.1,10,0.3,9,4,47,13,75131,23811,7,1,6,9,8,7,10,4,3,7,8,Male,Tier 2,Online,98942
64,125777,6.3,3,0.0,10,8,34,9,4263,147794,1,3,4,6,10,2,8,5,10,10,8,Male,Tier 3,Store,152057
46,239383,5.3,7,3.0,9,1,5,14,58586,51805,6,6,2,9,7,3,5,9,5,2,1,Other,Tier 1,Store,110391
50,155497,4.9,4,0.9,9,5,34,2,130549,142401,6,2,6,3,6,10,3,6,3,3,6,Other,Tier 1,Store,272950
69,106549,6.6,2,3.4,9,8,25,5,91177,654,1,3,4,7,5,6,4,8,9,3,3,Male,Tier 2,Online,91831
47,108464,4.6,14,3.8,1,2,14,1,104194,118382,2,7,4,6,7,5,4,10,6,1,5,Female,Tier 3,Store,222576
56,191062,4.8,8,1.9,8,6,4,8,37975,9465,6,0,6,5,9,5,8,4,1,5,1,Male,Tier 1,Online,47440
44,121748,3.5,2,3.1,8,7,25,6,32311,70214,3,1,7,6,2,6,3,9,8,1,1,Other,Tier 1,Store,102525
53,219818,4.6,1,4.4,4,6,32,18,68709,89707,3,9,1,1,6,1,3,5,6,7,2,Female,Tier 1,Store,158416
46,83295,7.3,12,1.3,10,10,24,5,129172,42258,2,4,5,8,2,5,9,8,5,10,7,Male,Tier 3,Store,171430
55,31091,3.2,12,3.6,1,3,16,0,127976,43482,4,6,6,7,3,3,2,1,7,6,1,Male,Tier 3,Store,171458
74,134943,8.3,5,1.5,1,6,43,13,702,70134,1,6,5,10,9,5,2,4,1,5,6,Male,Tier 1,Store,70836
50,146074,3.6,10,2.5,1,7,19,7,115936,147428,1,4,2,8,6,1,4,6,8,1,7,Other,Tier 3,Store,263364
78,65411,6.3,13,1.7,3,3,41,7,145741,110435,8,0,5,1,6,5,1,4,2,6,2,Male,Tier 1,Store,256176
54,187030,7.0,9,1.7,10,10,1,5,34469,24459,8,0,7,7,6,7,6,3,10,7,2,Other,Tier 1,Online,58928
44,110696,7.6,5,2.0,3,2,7,14,63505,44504,9,5,2,5,2,4,7,3,9,1,6,Female,Tier 2,Store,108009
72,166779,7.6,11,1.7,4,3,18,18,91371,118502,8,7,7,4,6,7,4,6,1,1,1,Female,Tier 2,Store,209873
50,161320,5.8,2,2.3,2,1,28,19,4052,134162,2,7,3,10,5,1,9,7,1,7,5,Other,Tier 2,Store,138214
79,86309,5.7,10,4.0,9,7,47,16,58848,75554,2,0,1,7,7,4,3,10,4,4,7,Other,Tier 1,Store,134402
21,224394,7.2,4,0.7,10,4,18,5,84882,115966,2,4,6,7,3,3,1,1,5,6,1,Male,Tier 1,Store,200848
39,197792,6.6,8,3.1,9,3,8,6,80962,34859,7,3,5,2,5,10,8,6,8,6,8,Male,Tier 3,Store,115821
19,161109,5.3,7,1.1,10,6,7,9,94523,9465,3,1,6,1,1,3,8,4,4,10,6,Other,Tier 1,Online,103988
27,82421,6.7,5,1.2,7,3,48,8,1462,138868,6,8,2,6,10,7,9,2,3,5,5,Female,Tier 1,Store,140330
22,227939,5.7,4,0.1,2,10,14,4,118443,112447,5,8,1,3,3,10,8,7,10,2,3,Male,Tier 1,Store,230890
76,55612,4.8,14,3.9,3,3,33,1,29450,17909,5,2,2,5,2,5,9,7,10,3,2,Other,Tier 2,Store,47359
27,234103,5.2,5,2.2,8,9,3,12,16984,59543,4,2,7,1,5,9,9,2,1,1,1,Female,Tier 3,Store,76527
50,28450,7.0,7,1.3,9,2,26,10,16219,26435,6,9,1,9,9,10,4,3,3,5,8,Female,Tier 2,Hybrid,42654
71,24491,4.1,5,2.7,4,5,37,10,113639,20660,10,6,7,3,8,10,9,2,9,5,3,Female,Tier 3,Online,134299
55,132026,8.2,8,2.0,9,10,46,14,92269,10352,3,9,7,5,9,7,7,10,2,8,10,Male,Tier 3,Online,102621
30,89804,4.9,7,3.9,4,10,12,13,43791,127252,7,1,4,6,2,7,5,2,10,9,3,Male,Tier 2,Store,171043
48,108293,1.5,7,1.2,2,2,31,10,139255,80437,5,0,6,1,4,10,10,9,5,6,7,Female,Tier 3,Store,219692
64,134498,7.1,9,2.3,7,6,34,12,17000,56272,6,2,3,9,8,10,2,5,6,1,4,Other,Tier 2,Store,73272
53,152863,1.0,8,3.6,9,4,47,17,21859,130407,1,5,6,3,2,10,1,7,3,5,8,Male,Tier 1,Store,152266
62,120475,4.0,13,1.1,2,7,45,6,63840,73532,9,1,6,4,3,3,4,2,10,6,10,Female,Tier 3,Store,137372
41,43314,10.8,12,1.9,8,1,35,16,104620,91387,2,0,3,3,9,8,9,6,5,9,3,Other,Tier 2,Store,196007
69,66883,8.1,8,0.8,6,8,9,10,77495,141007,10,1,5,6,3,1,8,5,4,9,4,Other,Tier 1,Store,218502
73,240191,8.0,6,1.4,9,2,22,5,66570,6518,5,2,1,1,3,8,6,5,8,6,3,Female,Tier 3,Online,73088
32,102086,3.8,7,0.5,5,4,22,13,13039,114591,10,8,1,9,2,3,6,2,6,8,10,Male,Tier 2,Store,127630
46,211701,5.6,8,1.1,1,7,3,5,78757,114873,9,3,6,2,10,3,6,1,9,6,8,Other,Tier 1,Store,193630
25,116291,8.5,13,0.8,5,8,43,13,127320,2976,5,4,2,2,3,1,8,10,7,5,2,Male,Tier 3,Online,130296
22,24967,7.3,5,1.6,10,9,4,18,72607,73550,8,8,4,4,10,7,2,1,2,9,2,Female,Tier 2,Store,146157
46,227826,8.3,10,3.8,7,5,3,2,133984,77258,3,7,5,1,4,6,1,5,2,9,8,Other,Tier 3,Store,211242
64,58220,9.6,2,2.9,7,9,29,16,69824,2864,5,9,2,3,9,1,8,6,8,3,6,Male,Tier 1,Online,72688
21,220235,7.3,14,4.2,4,9,40,19,47084,120257,9,8,2,10,3,1,5,9,5,2,3,Other,Tier 3,Store,167341
29,151019,3.5,7,2.0,10,3,32,6,129476,2644,9,5,4,6,3,6,4,6,2,7,6,Other,Tier 2,Online,132120
62,185491,7.2,10,1.3,6,7,47,16,2833,25825,8,2,5,1,9,1,7,1,2,2,10,Male,Tier 2,Online,28658
19,71131,5.5,3,2.3,6,8,39,9,141639,9649,6,1,4,5,2,7,10,3,5,2,1,Female,Tier 1,Online,151288
44,234786,3.4,10,1.7,10,1,12,17,14685,112894,3,5,4,5,7,3,1,2,4,8,3,Other,Tier 1,Store,127579
48,43876,7.8,11,3.0,10,10,17,17,98296,25952,6,2,7,4,5,1,1,1,10,1,3,Other,Tier 1,Online,124248
68,234516,8.4,8,0.5,1,5,31,12,17884,93197,9,3,2,2,9,10,6,4,4,9,10,Male,Tier 1,Store,111081
68,116448,5.8,6,2.4,5,1,32,7,137528,86243,2,7,4,4,10,5,10,10,3,2,7,Male,Tier 3,Store,223771
53,166043,6.6,11,4.5,7,3,6,4,4457,105243,5,0,2,2,9,8,10,9,7,10,9,Female,Tier 1,Store,109700
53,208611,1.9,14,1.3,5,2,13,0,30433,132162,9,9,2,10,3,5,2,1,4,1,8,Male,Tier 3,Store,162595
43,244192,8.2,4,1.9,8,2,39,16,88298,107599,8,2,4,3,10,4,8,2,3,9,5,Other,Tier 2,Store,195897
